tweet_positivity,important_words_rate,uppercase_letters,words_starting_with_capital,all_caps_words,tweet_text,reference,verdict
neutral,0.7463768115942029,10,8,0,Deals London North : 74 % Chiropractic Consultation Follow ... Groupon MyCityDeal belfast deal # daily ,236,1
positive,0.6544117647058824,0,0,0,80gig ipod classic silver slightly damage kindle ( london ) : say tin work perfectly ... ,237,1
neutral,0.475,5,5,0,Road ( Tottenham Court Road_ London ) ,238,1
neutral,0.8208092485549133,13,8,1,RT Rockstar_Yoni @ LondonMayor : 1700 # Police officer streets London tonight . 5000 royal wed Â« Illuminati DualFace london # PoliceHipocracy ,239,0
neutral,0.8224852071005917,11,6,1,RT Rockstar_Yoni @ LondonMayor : 1700 police officer streets London tonight . 5000 royal wed Â« Illuminati DualFace # londonpoliceHipocracy ,240,0
negative,0.44715447154471544,5,3,1,@ vtj3 check BBC news Disturbance London protest - : / ,241,1
negative,0.7589928057553957,21,15,1,Lolll RT @ Davidandthetwit : Big transport disruption London tonight . Wrong sort sun tracks_ imagine ( vid ) London Riots - Police Overrun Woolwich Uksucks UKRiots LondonRiots # londonZooAttack| Nothing animal ,242,0
neutral,0.7027027027027027,19,6,2,LONDON Sale Cars-Trucks > Honda VT1300CXA FURY 2010 ,243,1
positive,0.8173076923076923,4,4,0,Live Birmingham_ attend uni Leicester work london : -s. Erm think something change ! ,244,1
negative,0.6690647482014388,1,1,0,excuse violence & thuggery see # London recent day point fracture & seriously flaw society . ,245,1
positive,0.3900709219858156,3,2,1,a_iki watch @ jaywonjuwonlo live performance London RT ,246,1
negative,0.6521739130434783,2,1,0,@ PurpleeSwaag london im complain cu live ni never come : ( ,247,1
negative,0.7916666666666666,2,2,0,fully understand dont want live London_ stupid city_ cant wait reach France ,248,1
negative,0.8571428571428571,0,0,0,sky new riot tottenham london ? scary expecially relatives london : ( # londonriots ,249,1
neutral,0.8518518518518519,18,11,2,RT @ Mathfi_Jobs Job invivoo ( London ) : Tactical Developer Support.+ MSc/PhD/Master/ ... Quant IB Finance job 75 ,250,1
neutral,0.7205882352941176,15,15,0,Lady Gaga Tickets O2 London Concerts Monster Ball Tour : Lady Gaga Tickets O2 London Concerts ... ,251,1
neutral,0.5681818181818182,0,0,0,bridge london fall downâ€¦ ,252,1
negative,0.47794117647058826,1,0,0,read mini-heatwave go lOndon . 40 degree weather past 5 week ... ,253,1
neutral,0.8380952380952381,12,6,1,@ justinbieber .. Big belieber.. Might travellibg Devon London get # SOMEDAY Friday < 3 ,254,1
neutral,0.6985294117647058,10,7,1,Robbie Williams write solo album : London_ Aug 4 ( IANS ) Robbie Williams write track next ... ,255,1
neutral,0.7122302158273381,7,5,1,Save London cause let leave . RT @ DonnieWahlberg : Maybe bring cuff stage anyway . # justsaying ! ,256,1
neutral,0.5255474452554745,3,3,0,Tomorrow London different city Friday . regret store burn ground loot . ,257,1
positive,0.6902654867256637,1,1,0,# nowreading `` Islamist -true story east london bruddah extremist come outta ,258,1
positive,0.6290322580645161,3,3,0,room full money London baby_ could take call Marc Jacobs personally make pair ,259,1
neutral,0.49019607843137253,3,3,0,News relate London Riots ,260,1
neutral,0.8857142857142857,2,2,0,@ paige_london def Barbie tweet . Sticky note = # bestfriends ,261,1
neutral,0.6119402985074627,5,5,0,# ebz `` Bazaar require London Magazine change name . London Magazine survive ... ,262,1
negative,0.5689655172413793,2,2,0,@ kevkev go party London . disappointed get see drunk as ? Haha ! ,263,1
negative,0.5970149253731343,6,4,1,Richard Bandler London limit time late year personally train NLP student - miss ,264,1
positive,0.7794117647058824,18,11,2,Saudi prince win libel damage Independent : LONDON ( AP ) â€” Saudi Prince Nayef Bin Abdul-Aziz Al Saud ... ,265,1
positive,0.9857142857142858,9,7,1,Eres lo mÃ¡s ! RT @ Evy_Lynch : Goodnight London ! Safe_ Strong . xxx ,266,1
neutral,0.76,2,2,0,London Knock omq ! ,267,1
positive,0.6541353383458647,9,8,0,bye bags_ â€™ Big Blue rescue News | London Free Press : via @ AddThis Ban plastic bag ! ,268,1
neutral,0.6455696202531646,11,6,1,LONDON > Apt / Houses Rent > 1br - Catherine Place ,269,1
negative,0.7808219178082192,2,2,0,@ kimanijaxn really hope relative London safe Kimani : ( ,270,1
neutral,0.7205882352941176,15,15,0,Lady Gaga Tickets O2 London Concerts Monster Ball Tour : Lady Gaga Tickets O2 London Concerts ... ,271,1
negative,0.9122807017543859,7,6,1,Lolll RT @ Davidandthetwit : Big transport disruption London tonight . Wrong sort sun tracks_ imagine . ,272,1
neutral,0.6996587030716723,18,11,1,( vid ) London Riots - Police Overrun Woolwich Uksucks UKRiots LondonRiots # londonZooAttack| Nothing animal @ Spellingqueen25 riot london police kill guy_ dow plunge economic especulators ... WTT ? dunno ,273,0
positive,0.78125,12,10,0,London Free Press Pandemic Map .com - Pandemic_ H1N1_ Swine Flu ... # H1N1 ,274,1
neutral,0.3743016759776536,8,4,2,EDL â€™ online link # Norway killer fuel call ban London march # EDL ,275,1
neutral,0.5145631067961165,8,7,0,Acne Studios launch capsule collection collaboration London base artist Daniel Silver Acne # DanielSilver ,276,1
positive,0.7912087912087912,8,6,1,London Majors first round -- Ottawa Fat Cats take series 4 game 1 # IBL ,277,1
positive,0.7014925373134329,2,2,0,Ca believe go back London tomorrow seem real . ,278,1
negative,0.7352941176470589,5,4,1,# Protest London burn : Riots spread UK capital city : past year see mass protest ... # feesprotest ,279,1
neutral,0.7205882352941176,15,15,0,Lady Gaga Tickets O2 London Concerts Monster Ball Tour : Lady Gaga Tickets O2 London Concerts ... ,280,1
positive,0.8602941176470589,17,12,2,Privacy Protection New Features Key Journal Home Free ... : London_ UK ( PRWEB ) August 8_ 2007 . age people hav ... ,281,1
negative,0.5,0,0,0,bridge london fall ... ,282,1
positive,0.76,3,2,0,@ SelectJobs give email address best person contact London buying vacancy ? ,283,1
positive,1.0857142857142856,2,1,0,@ Maiden_London chillen_ whats good ? ,284,1
negative,0.7094017094017094,4,4,0,Weird tonight_ # London quiet place around England . Police swarm make difficult . ,285,1
negative,0.49707602339181284,12,11,1,Police Dead Incident Left Officer Injured North London UK | Sky News jhezzzzzzzzzzzz ,286,1
negative,0.888,1,1,0,Actually devestated never get see @ benjaminmadden tonight london : ( hate work u guy need come liverpool < \3 ,287,1
neutral,0.6153846153846154,4,4,0,Conch publication_ South London Gallery ,288,1
positive,0.8024691358024691,0,0,0,doze sweet_ soothe sound police helicopter . sleep easy london ! ,289,1
neutral,0.7164179104477612,5,3,0,still hear thing Riots London.. # PrayForLondon ,290,1
neutral,0.7205882352941176,15,15,0,Lady Gaga Tickets O2 London Concerts Monster Ball Tour : Lady Gaga Tickets O2 London Concerts ... ,291,1
positive,0.688,4,3,0,@ ClairaHermet Ha ! London guy next level chirp . saw `` follower action yday . shame ,292,1
positive,0.680327868852459,4,4,0,Congratulations incredible people complete London Triathlon Sunday know could do ! ,293,1
neutral,0.6928571428571428,9,9,0,Australian Sailing Team Weymouth Portland International Regatta - test event London 2012 Oly ... ,294,1
negative,0.5324675324675324,1,1,0,@ billybragg well crap go London right . ,295,1
positive,0.851063829787234,6,6,0,Studio Could Use London atm Near West ? ,296,1
negative,0.7352941176470589,5,4,1,# Protest London burn : Riots spread UK capital city : past year see mass protest ... # feesprotest ,297,1
positive,0.8584905660377359,2,2,0,London guy wey dey happy go stone_loot end even burn English guy bus wen dem reach country ,298,1
neutral,0.7205882352941176,15,15,0,Lady Gaga Tickets O2 London Concerts Monster Ball Tour : Lady Gaga Tickets O2 London Concerts ... ,299,1
positive,0.5773195876288659,4,3,1,get lot UK right everybody Germany # London 1 time yall ,300,1
negative,0.5689655172413793,2,2,0,@ kevkev go party London . disappointed get see drunk as ? Haha ! ,301,1
positive,1.0,7,5,0,AlfredCastilloM @ cosmopolitan107 London Town de Fito Paez : ,302,1
neutral,0.8373983739837398,14,11,2,Job IB ( London ) : Associate Multi-Asset Structurer.+ Business fluent Eng ... Quant IB Finance job 24 ,303,1
positive,0.8585858585858586,5,2,0,Massive cock @ AnonymousIRC fee say image tiger london street `` certainly look real ,304,1
neutral,0.5045871559633027,2,2,0,lot Americans flight get clue happen London_ shock ... ,305,1
negative,0.8482142857142857,5,4,0,@ Alisha_Tarran shit_ yeah . Uhhm could come meet Waterloo ? think back London around 3/4ish . ,306,0
neutral,0.49056603773584906,6,4,1,BBC Coverage London Riots ,307,1
neutral,0.7205882352941176,15,15,0,Lady Gaga Tickets O2 London Concerts Monster Ball Tour : Lady Gaga Tickets O2 London Concerts ... ,308,1
neutral,0.75,4,2,1,@ Spellingqueen25 riot london police kill guy_ dow plunge economic especulators ... WTT ? dunno ,309,1
neutral,0.723404255319149,2,2,0,Robbie Williams write solo album news europe london # unitedkingdom ,310,1
positive,0.31690140845070425,6,6,0,Great Riot London : Stakes David Cameron ( ) ,311,1
positive,0.3900709219858156,3,2,1,2nd3y watch @ jaywonjuwonlo live performance London RT ,312,1
negative,0.7605633802816901,8,7,0,_I rioter # London . royal family_ well Cameron_ Osbourne_ Mayor Johnson . Let go # destroy Indian takeaway ,313,0
positive,0.7924528301886793,6,4,0,@ DollyLovesYou hope ok. Stay safe wherever ! Think choose wrong week come London ! ,314,1
negative,0.7352941176470589,5,4,1,# Protest London burn : Riots spread UK capital city : past year see mass protest ... # feesprotest ,315,0
neutral,0.7253521126760564,11,7,2,RT `` @ AzizAlAlami London riot : Baseball bat sale rocket 6_000 % Amazon UK website - : # Londonriots ,316,0
negative,0.7605633802816901,8,7,0,_I rioter # London . royal family_ well Cameron_ Osbourne_ Mayor Johnson . Let go # destroy Indian takeaway ,317,0
positive,0.5773195876288659,4,3,1,get lot UK right everybody Germany # London 1 time yall ,318,1
negative,0.6966292134831461,1,1,0,Pretty fucked bottle vodka_ see us 5.45am train london ... .. ,319,0
negative,0.7605633802816901,8,7,0,_I rioter # London . royal family_ well Cameron_ Osbourne_ Mayor Johnson . Let go # destroy Indian takeaway ,320,1
negative,0.7605633802816901,8,7,0,_I rioter # London . royal family_ well Cameron_ Osbourne_ Mayor Johnson . Let go # destroy Indian takeaway ,321,0
neutral,0.5238095238095238,40,8,5,Check video -- MUSIC FIGHTERS FAREWELL TOUR @ O2 BRIXTON_ LONDON 04.08.11 via @ youtube ,322,1
positive,0.6585365853658537,5,5,0,Bought bottle Fullers London Pride ale today_ ironic ! Ca see could much pride . ,323,1
neutral,0.5785714285714286,1,1,0,London riot - politically motivated reckless youth hell-bent destruction think ? ,324,1
neutral,0.7205882352941176,15,15,0,Lady Gaga Tickets O2 London Concerts Monster Ball Tour : Lady Gaga Tickets O2 London Concerts ... ,325,1
positive,0.8,6,4,0,2 reason wish Scotland London closer together ... PennyxxLane & @ NikalaKnox : xxxx ,326,1
positive,0.7467105263157895,29,15,3,Remel_London RT @ Chicoco_cakes : Nigeria country right > haha REAL TALKS ! < co-sign x 1million . wat dat sayin oh ! ( vid ) London Riots - Police Overrun Woolwich Uksucks UKRiots LondonRiots # londonZooAttack| Nothing animal ,327,0
neutral,0.7697841726618705,6,5,1,RT : riot ukriots londonburn # Racistattack makdude babyayh @ mmhd London Birmingham Liverpool well next ? ,328,0
positive,0.6893203883495146,2,2,0,Katy Perry make history late single news europe london # unitedkingdom ,329,1
neutral,0.7283950617283951,8,3,1,LONDON Sale Tickets > utd end charity shield sunday - Â£160 ,330,1
neutral,0.7272727272727273,10,7,0,Deals London South : 60 % Takeaways Just-Eat Groupon MyCityDeal belfast deal daily # dailydeals ,331,1
positive,0.37142857142857144,2,2,0,- London England 06/08/2011 video come ,332,1
neutral,0.6986301369863014,17,6,3,Time Conga . RT @ Drudge_Report : LONDON BURNS ... ,333,1
positive,1.036144578313253,4,2,0,Tinggal dsna ? smangat..smangatRT frillams : @ laraskaliye di london laras.. Hehe.. : ,334,1
positive,0.8714285714285714,13,6,1,RT â€œ @ LukeJAFinn : London accent girl @ AlrightMoMate ? Woooowzers_ attractiveness go 30 % â€ ! Best accent life @ iLouca ,335,1
positive,0.8,3,2,1,London TT ! : ) ,336,1
positive,0.8,3,2,1,London TT ! : ) ,337,1
negative,0.5769230769230769,1,1,0,feel drunk guy gon na pain arse way London . ,338,1
positive,0.7009345794392523,5,5,1,Twas nice catch good friend Il Divo boys London tonight : ) rock guy ... X ,339,1
positive,0.7941176470588235,10,8,0,Electrical Design Engineer-Rail : London-London_ experienced_ Electrically biased_ Design Engineer ? Ha ... ,340,1
neutral,0.5151515151515151,8,7,1,Dougie Poynter say HI French fan London Meet Greet ,341,1
neutral,0.7322834645669292,4,2,0,@ TheBuddhaSmiled believe said_ age system . London oldest_ hard therefore condition ... : ? ,342,1
positive,0.746268656716418,9,9,0,London_ Paris_ Munich_ Rome_ Ibiza_ New York_ Miami_ Rio_ibiza_ ibiza_ ibiza # np que mÃºsica chiclÃ© ,343,1
neutral,0.3711340206185567,0,0,0,# london show wisdom growth learn ? ,344,1
neutral,0.654320987654321,2,2,0,# imagine walk London see wall `` Maiden woz ere : ) ,345,1
positive,0.9038461538461539,3,1,0,@ ParisPrettyPink true wan na cum london voice ,346,1
neutral,0.4803921568627451,3,3,0,London 2012 : Ohuruogu say Games must engage kid ,347,1
neutral,0.8507462686567164,13,4,2,RT Mrs_parker_ @ London_SmithII lmbo niece fool ! NEPHEW ,348,1
negative,0.5642857142857143,2,1,0,@ KatHarrisxx yeah_ totally . london film comic con dress . one look long time ,349,1
neutral,0.881578947368421,1,1,0,dz man z back.. ! tot wz goin 1week honey moon London..mscheww.. ! ,350,1
neutral,0.8676470588235294,9,8,0,# streetwear Buffalo London Stiefeletten Schwarz : ... Plateau sei Dank - Buffalo Plateau-Stiefelette au schwarze ... ,351,1
neutral,0.38636363636363635,13,8,0,Ray Davies Writes Song 2012 London Olympics - ARTISTdirect News : via @ artistdirect ,352,1
neutral,0.6551724137931034,0,0,0,need sleep . like 8 tomorrow london bridge go shopping : ,353,1
neutral,0.9047619047619048,5,5,1,@ Jobonomatopoeia Manchester look scary London last night . U ok sugar ? Xx ,354,1
neutral,0.8367346938775511,0,0,0,big riot happen london . # prayforlondon ,355,1
neutral,1.0714285714285714,3,3,0,London Riot = ngantok ! Tata~ ,356,1
positive,0.7068965517241379,1,1,0,London fire cuz pig kill black man_ love ,357,1
neutral,0.5454545454545454,1,1,0,different perspective London riot : ,358,1
neutral,0.6435643564356436,2,2,0,! Outreach plan bring relief traumatized London bombing survivor ,359,1
positive,0.7766990291262136,1,1,0,@ mrbilleh glad show innocent positive depiction London youth . # prayforlondon ,360,1
negative,0.6238532110091743,2,2,0,live London 70 bomb explode daily happen bad . londonriots # London ,361,1
positive,0.8489208633093526,15,6,3,Remel_London RT @ Chicoco_cakes : Nigeria country right > haha REAL TALKS ! < co-sign x 1million . wat dat sayin oh ! ,362,1
neutral,0.6046511627906976,13,8,0,Darkboi_LDB Lisssyya MV_artist @ SandreyahCheck video -- Africa Fashion Week London 2011. via @ youtube ,363,1
positive,0.8,1,1,0,@ zezzy79 start way . London police take shit tonight . ,364,1
neutral,0.7387387387387387,2,2,0,lukeslocombe @ samdavies24 quiet tonight London . copycat riot break Manchester . ,365,1
positive,0.32407407407407407,5,1,0,@ BrookeBCNN good blog london riot ,366,1
neutral,0.7898550724637681,7,5,1,RT @ BluesChronicle : Reports community-minded people gather London pub tonight protect community . Used ... ,367,1
positive,0.75,11,11,0,Indie Labels Suffer Significant Inventory Losses Due London Riots ( stereogum ) Share Friends : | ... ,368,1
neutral,0.7931034482758621,4,4,0,@ syptweet Kicking London Road/ Bottom moor ? ,369,1
neutral,0.7463768115942029,3,2,0,london_clay @ HappyGilmore14 wait 2 c - Richard text 2 apologise 4 confusion offer place reply thought ,370,1
positive,0.7007299270072993,1,1,0,London riot - happen livable lovable city ? security pre-requisites - & daresay ca take grant . ,371,1
positive,0.7142857142857143,2,2,0,Officially go London year : ) ,372,1
negative,0.5769230769230769,1,1,0,feel drunk guy gon na pain arse way London . ,373,1
neutral,0.7125,6,5,0,eCommerce Business Analyst - London United Kingdom # job ,374,1
neutral,0.5625,11,6,1,LONDON Sale > Excellent Selection Books Sale ,375,1
neutral,0.7410714285714286,6,5,0,codingfrog longlivemyword @ conscience Let go ? Ad-hoc # CrunchUp Wednesday London ,376,1
negative,0.8518518518518519,2,1,0,scary stuff London..I wonder megabus refund ? ,377,1
neutral,0.9541284403669725,10,7,2,emvicwill greekpeace RT @ tink_a_licious : ***Selling 2 ticket London show Floor 2 Row J*** . Please RT ,378,1
negative,0.625,4,4,0,Fucking prick ! King Kong go destroy Watch london ! finish new york . ,379,1
neutral,0.6823529411764706,7,7,0,Roger Esso ( 841 Wharncliffe Rd . S._ Southdale_ London ) ,380,1
